GoodStudent,Age,SocioEcon,RiskAversion,VehicleYear,ThisCarDam,RuggedAuto,Accident,MakeModel,DrivQuality,Mileage,Antilock,DrivingSkill,SeniorTrain,ThisCarCost,Theft,CarValue,HomeBase,AntiTheft,PropCost,OtherCarCost,OtherCar,MedCost,Cushioning,Airbag,ILiCost,DrivHist
FALSE,Adult,Middle,Cautious,Current,Moderate,EggShell,Moderate,SportsCar,Poor,Domino,TRUE,SubStandard,FALSE,HundredThou,FALSE,TwentyThou,Secure,TRUE,HundredThou,Thousand,FALSE,Thousand,Poor,TRUE,Thousand,One
FALSE,Adult,Prole,Normal,Older,Mild,EggShell,Mild,Economy,Poor,Domino,FALSE,SubStandard,FALSE,Thousand,FALSE,FiveThou,Rural,FALSE,Thousand,Thousand,TRUE,Thousand,Poor,FALSE,Thousand,One
FALSE,Adolescent,Prole,Cautious,Older,Moderate,EggShell,Moderate,SportsCar,Poor,FiftyThou,FALSE,SubStandard,FALSE,Million,FALSE,Million,City,TRUE,Million,Thousand,FALSE,Thousand,Fair,FALSE,Thousand,Zero
FALSE,Adult,UpperMiddle,Adventurous,Current,Mild,EggShell,Mild,SportsCar,Poor,FiftyThou,TRUE,SubStandard,FALSE,Thousand,FALSE,TwentyThou,Suburb,TRUE,TenThou,Thousand,TRUE,Thousand,Good,TRUE,Thousand,Many
FALSE,Adult,Middle,Adventurous,Older,None,Football,None,FamilySedan,Excellent,FiftyThou,FALSE,Normal,FALSE,Thousand,FALSE,TenThou,Rural,FALSE,Thousand,Thousand,TRUE,Thousand,Good,FALSE,Thousand,Zero
FALSE,Adult,Prole,Normal,Older,None,EggShell,None,Economy,Excellent,TwentyThou,FALSE,Expert,FALSE,Thousand,FALSE,FiveThou,City,TRUE,Thousand,Thousand,FALSE,Thousand,Poor,FALSE,Thousand,Zero
FALSE,Adolescent,Prole,Normal,Current,None,Football,Mild,Economy,Poor,FiftyThou,FALSE,SubStandard,FALSE,Thousand,FALSE,FiveThou,City,FALSE,TenThou,Thousand,TRUE,TenThou,Good,TRUE,Thousand,Many
FALSE,Adult,Middle,Normal,Older,None,Tank,Mild,FamilySedan,Poor,TwentyThou,FALSE,SubStandard,FALSE,Thousand,FALSE,TenThou,Suburb,FALSE,Thousand,Thousand,TRUE,Thousand,Excellent,TRUE,Thousand,Many
FALSE,Senior,Middle,Cautious,Older,None,EggShell,None,SportsCar,Excellent,TwentyThou,FALSE,Expert,TRUE,Thousand,FALSE,TenThou,Suburb,TRUE,TenThou,Thousand,TRUE,Thousand,Fair,FALSE,Thousand,Zero
FALSE,Adult,UpperMiddle,Adventurous,Current,None,EggShell,None,SportsCar,Excellent,TwentyThou,TRUE,Normal,FALSE,Thousand,FALSE,TwentyThou,Secure,FALSE,TenThou,Thousand,TRUE,Thousand,Poor,TRUE,Thousand,Zero
FALSE,Adult,Prole,Normal,Older,None,EggShell,None,Economy,Poor,TwentyThou,FALSE,SubStandard,FALSE,Thousand,FALSE,FiveThou,City,FALSE,Thousand,Thousand,FALSE,Thousand,Poor,FALSE,Thousand,Many
FALSE,Senior,Prole,Normal,Older,None,EggShell,None,Economy,Poor,FiveThou,FALSE,SubStandard,FALSE,Thousand,FALSE,TenThou,Rural,FALSE,TenThou,Thousand,FALSE,Thousand,Poor,FALSE,Thousand,Many
FALSE,Adult,Middle,Normal,Older,None,EggShell,None,Economy,Normal,TwentyThou,FALSE,Normal,FALSE,Thousand,FALSE,TenThou,Suburb,FALSE,Thousand,Thousand,TRUE,Thousand,Fair,FALSE,Thousand,Zero
FALSE,Adult,Middle,Normal,Older,None,Football,None,FamilySedan,Normal,TwentyThou,FALSE,Normal,FALSE,Thousand,FALSE,TenThou,Secure,FALSE,TenThou,Thousand,TRUE,Thousand,Good,TRUE,Thousand,One
FALSE,Adolescent,Middle,Normal,Older,None,Tank,None,FamilySedan,Poor,FiftyThou,FALSE,SubStandard,FALSE,Thousand,FALSE,TenThou,Rural,FALSE,Thousand,Thousand,TRUE,Thousand,Good,FALSE,Thousand,Many
FALSE,Adolescent,Middle,Adventurous,Older,Severe,Football,Severe,FamilySedan,Poor,FiftyThou,FALSE,SubStandard,FALSE,TenThou,FALSE,FiveThou,Suburb,FALSE,TenThou,TenThou,TRUE,HundredThou,Fair,FALSE,Thousand,Many
FALSE,Adult,Middle,Adventurous,Older,None,Football,None,Economy,Normal,FiftyThou,FALSE,Normal,FALSE,Thousand,FALSE,FiveThou,Suburb,FALSE,Thousand,Thousand,TRUE,Thousand,Good,FALSE,Thousand,Zero
FALSE,Adult,UpperMiddle,Normal,Older,Severe,EggShell,Moderate,SportsCar,Poor,TwentyThou,FALSE,SubStandard,FALSE,HundredThou,FALSE,TwentyThou,Suburb,TRUE,HundredThou,Thousand,FALSE,Thousand,Poor,FALSE,Thousand,Many
FALSE,Senior,Middle,Normal,Current,None,EggShell,None,FamilySedan,Normal,FiveThou,FALSE,Normal,FALSE,Thousand,FALSE,TwentyThou,Suburb,FALSE,Thousand,Thousand,TRUE,Thousand,Good,TRUE,Thousand,Zero
FALSE,Adolescent,Middle,Normal,Older,Severe,EggShell,Severe,SportsCar,Poor,TwentyThou,FALSE,SubStandard,FALSE,TenThou,FALSE,TenThou,Rural,TRUE,HundredThou,TenThou,FALSE,TenThou,Poor,FALSE,HundredThou,Many
FALSE,Adult,Middle,Adventurous,Older,None,Tank,None,FamilySedan,Excellent,FiftyThou,FALSE,Normal,FALSE,Thousand,FALSE,TenThou,Suburb,FALSE,Thousand,Thousand,FALSE,Thousand,Good,FALSE,Thousand,One
FALSE,Senior,UpperMiddle,Cautious,Current,None,Football,None,Luxury,Normal,FiftyThou,TRUE,Normal,TRUE,Thousand,FALSE,FiftyThou,Secure,TRUE,Thousand,Thousand,TRUE,Thousand,Good,TRUE,Thousand,Zero
FALSE,Adult,Prole,Cautious,Older,None,EggShell,None,Economy,Normal,TwentyThou,FALSE,Normal,FALSE,Thousand,FALSE,FiveThou,City,TRUE,Thousand,Thousand,FALSE,Thousand,Poor,FALSE,Thousand,Zero
FALSE,Adult,Middle,Normal,Current,None,EggShell,None,SportsCar,Normal,TwentyThou,TRUE,Normal,FALSE,Thousand,FALSE,TwentyThou,Suburb,FALSE,TenThou,Thousand,TRUE,Thousand,Good,TRUE,Thousand,Zero
FALSE,Adult,Prole,Cautious,Older,None,EggShell,None,SportsCar,Excellent,FiftyThou,FALSE,Normal,FALSE,Thousand,FALSE,TenThou,City,TRUE,Thousand,Thousand,FALSE,Thousand,Poor,FALSE,Thousand,Zero
FALSE,Senior,Prole,Cautious,Older,None,EggShell,None,Economy,Excellent,FiftyThou,FALSE,Expert,TRUE,Thousand,FALSE,FiveThou,City,TRUE,TenThou,Thousand,TRUE,Thousand,Poor,TRUE,Thousand,Zero
FALSE,Adult,UpperMiddle,Normal,Current,None,EggShell,None,Luxury,Normal,FiftyThou,TRUE,Normal,FALSE,Thousand,FALSE,FiftyThou,Secure,TRUE,Thousand,Thousand,TRUE,Thousand,Good,TRUE,Thousand,One
FALSE,Adult,Prole,Normal,Older,None,EggShell,None,SportsCar,Normal,TwentyThou,FALSE,Normal,FALSE,Thousand,FALSE,TenThou,Rural,FALSE,Thousand,Thousand,TRUE,Thousand,Fair,FALSE,Thousand,Zero
FALSE,Adult,Prole,Normal,Older,None,EggShell,None,Economy,Normal,Domino,FALSE,Normal,FALSE,Thousand,FALSE,FiveThou,Rural,TRUE,TenThou,Thousand,TRUE,Thousand,Poor,FALSE,Thousand,Zero
FALSE,Adult,Middle,Normal,Older,None,Football,None,FamilySedan,Normal,FiftyThou,FALSE,Normal,FALSE,Thousand,FALSE,FiveThou,Rural,FALSE,Thousand,Thousand,TRUE,Thousand,Fair,FALSE,Thousand,Zero
FALSE,Adolescent,Middle,Normal,Older,None,Tank,None,FamilySedan,Normal,TwentyThou,FALSE,Normal,FALSE,Thousand,FALSE,FiveThou,Rural,FALSE,Thousand,Thousand,TRUE,Thousand,Excellent,FALSE,Thousand,Zero
FALSE,Senior,Prole,Normal,Older,None,Football,None,FamilySedan,Normal,TwentyThou,FALSE,Normal,FALSE,Thousand,FALSE,FiveThou,City,FALSE,Thousand,Thousand,FALSE,Thousand,Fair,FALSE,Thousand,Zero
FALSE,Adolescent,Middle,Adventurous,Older,Moderate,Football,Moderate,FamilySedan,Poor,FiftyThou,FALSE,Normal,FALSE,TenThou,FALSE,FiveThou,Suburb,FALSE,HundredThou,TenThou,FALSE,Thousand,Fair,FALSE,Thousand,Zero
FALSE,Adult,Middle,Cautious,Current,None,Football,None,FamilySedan,Excellent,FiftyThou,TRUE,Expert,FALSE,Thousand,FALSE,TwentyThou,Secure,TRUE,Thousand,Thousand,FALSE,Thousand,Excellent,TRUE,Thousand,Zero
FALSE,Adult,Prole,Normal,Older,None,EggShell,None,Economy,Normal,FiveThou,FALSE,Normal,FALSE,Thousand,FALSE,TenThou,Rural,FALSE,TenThou,Thousand,FALSE,Thousand,Poor,FALSE,Thousand,Zero
FALSE,Adult,Middle,Normal,Older,None,Tank,None,FamilySedan,Normal,FiveThou,FALSE,Normal,FALSE,Thousand,FALSE,FiveThou,Rural,FALSE,Thousand,Thousand,TRUE,Thousand,Excellent,FALSE,Thousand,Zero
FALSE,Adult,Prole,Normal,Older,None,EggShell,None,Economy,Excellent,TwentyThou,FALSE,Expert,FALSE,Thousand,FALSE,TenThou,City,TRUE,Thousand,Thousand,TRUE,Thousand,Poor,FALSE,Thousand,Zero
FALSE,Senior,Prole,Cautious,Older,None,EggShell,None,Economy,Excellent,TwentyThou,FALSE,Expert,TRUE,Thousand,FALSE,TenThou,City,TRUE,TenThou,Thousand,FALSE,Thousand,Poor,FALSE,Thousand,Zero
TRUE,Adolescent,Middle,Normal,Current,Moderate,Football,Moderate,Economy,Poor,TwentyThou,FALSE,SubStandard,FALSE,TenThou,FALSE,TenThou,Suburb,FALSE,TenThou,Thousand,FALSE,Thousand,Good,TRUE,Thousand,Many
FALSE,Senior,Prole,Normal,Older,None,EggShell,None,Economy,Normal,TwentyThou,FALSE,Normal,TRUE,Thousand,FALSE,FiveThou,City,FALSE,TenThou,Thousand,FALSE,Thousand,Fair,FALSE,Thousand,One
FALSE,Adult,Prole,Adventurous,Older,Moderate,Football,Moderate,FamilySedan,Poor,Domino,FALSE,SubStandard,FALSE,Thousand,FALSE,FiveThou,City,FALSE,HundredThou,HundredThou,FALSE,TenThou,Fair,FALSE,TenThou,Many
FALSE,Adult,Prole,Normal,Older,None,EggShell,None,Economy,Normal,FiftyThou,FALSE,Normal,FALSE,Thousand,FALSE,FiveThou,City,FALSE,TenThou,Thousand,TRUE,Thousand,Poor,FALSE,Thousand,Zero
FALSE,Adult,Middle,Adventurous,Current,Severe,EggShell,Severe,FamilySedan,Poor,FiftyThou,TRUE,Normal,FALSE,HundredThou,FALSE,TwentyThou,Suburb,FALSE,Million,HundredThou,TRUE,TenThou,Poor,TRUE,TenThou,Zero
FALSE,Senior,Prole,Cautious,Older,None,EggShell,None,Economy,Poor,FiveThou,FALSE,SubStandard,TRUE,Thousand,FALSE,TenThou,Rural,TRUE,TenThou,Thousand,FALSE,Thousand,Poor,FALSE,Thousand,Many
FALSE,Adolescent,Middle,Adventurous,Older,None,Tank,None,FamilySedan,Normal,TwentyThou,FALSE,Normal,FALSE,Thousand,FALSE,TwentyThou,Suburb,FALSE,Thousand,Thousand,TRUE,Thousand,Good,FALSE,Thousand,Zero
FALSE,Adult,Prole,Normal,Older,None,EggShell,None,Economy,Excellent,Domino,FALSE,Expert,FALSE,Thousand,FALSE,FiveThou,City,FALSE,Thousand,Thousand,FALSE,Thousand,Poor,FALSE,Thousand,Zero
FALSE,Senior,UpperMiddle,Cautious,Older,None,EggShell,None,SportsCar,Normal,FiftyThou,FALSE,Normal,TRUE,Thousand,FALSE,FiveThou,Secure,TRUE,Thousand,Thousand,TRUE,Thousand,Poor,FALSE,Thousand,Zero
FALSE,Adult,Middle,Normal,Older,None,EggShell,None,FamilySedan,Excellent,Domino,FALSE,Expert,FALSE,Thousand,FALSE,FiveThou,Suburb,FALSE,TenThou,Thousand,TRUE,Thousand,Poor,TRUE,Thousand,Zero
FALSE,Adolescent,Prole,Normal,Current,Severe,Football,Severe,Economy,Poor,TwentyThou,FALSE,SubStandard,FALSE,HundredThou,FALSE,TwentyThou,City,FALSE,HundredThou,TenThou,TRUE,Thousand,Good,TRUE,Thousand,One
FALSE,Adolescent,Prole,Normal,Older,Severe,EggShell,Severe,Economy,Poor,TwentyThou,FALSE,SubStandard,FALSE,TenThou,FALSE,FiveThou,City,FALSE,HundredThou,TenThou,FALSE,Thousand,Fair,FALSE,TenThou,Many
FALSE,Adult,Middle,Adventurous,Current,None,EggShell,None,SportsCar,Excellent,FiftyThou,TRUE,Normal,FALSE,Thousand,FALSE,TwentyThou,City,FALSE,TenThou,Thousand,FALSE,Thousand,Poor,TRUE,Thousand,Zero
FALSE,Senior,UpperMiddle,Psychopath,Older,Moderate,EggShell,Moderate,SportsCar,Poor,Domino,FALSE,SubStandard,FALSE,TenThou,FALSE,FiveThou,City,FALSE,TenThou,Thousand,TRUE,HundredThou,Poor,FALSE,Thousand,Many
FALSE,Adult,Prole,Cautious,Older,None,Football,None,FamilySedan,Poor,FiftyThou,FALSE,SubStandard,FALSE,Thousand,FALSE,TenThou,Rural,TRUE,Thousand,Thousand,FALSE,Thousand,Fair,FALSE,Thousand,One
FALSE,Senior,UpperMiddle,Normal,Older,None,EggShell,None,Luxury,Normal,FiftyThou,FALSE,Normal,FALSE,Thousand,FALSE,TenThou,Secure,TRUE,Thousand,Thousand,TRUE,Thousand,Poor,FALSE,Thousand,Zero
FALSE,Senior,Prole,Cautious,Older,None,EggShell,None,Economy,Excellent,TwentyThou,FALSE,Expert,TRUE,Thousand,FALSE,FiveThou,City,TRUE,TenThou,Thousand,FALSE,Thousand,Poor,FALSE,Thousand,Zero
FALSE,Senior,Middle,Adventurous,Current,None,EggShell,None,FamilySedan,Poor,TwentyThou,TRUE,SubStandard,FALSE,Thousand,FALSE,TwentyThou,Suburb,FALSE,TenThou,Thousand,TRUE,Thousand,Poor,TRUE,Thousand,Many
FALSE,Adult,UpperMiddle,Adventurous,Current,None,EggShell,None,SportsCar,Normal,TwentyThou,TRUE,Normal,FALSE,Thousand,FALSE,TwentyThou,City,FALSE,Thousand,Thousand,TRUE,Thousand,Good,TRUE,Thousand,Zero
FALSE,Adult,UpperMiddle,Adventurous,Current,None,Football,None,FamilySedan,Excellent,FiftyThou,TRUE,Expert,FALSE,Thousand,FALSE,TwentyThou,Suburb,TRUE,Thousand,Thousand,FALSE,Thousand,Good,TRUE,Thousand,Zero
FALSE,Adult,Prole,Cautious,Older,None,Football,None,Economy,Normal,FiveThou,FALSE,Normal,FALSE,Thousand,FALSE,TenThou,City,TRUE,Thousand,Thousand,FALSE,Thousand,Poor,FALSE,Thousand,Zero
FALSE,Adult,Middle,Normal,Older,None,Football,None,FamilySedan,Poor,FiveThou,FALSE,SubStandard,FALSE,Thousand,FALSE,TwentyThou,Suburb,TRUE,Thousand,Thousand,TRUE,Thousand,Excellent,TRUE,Thousand,Many
FALSE,Adult,Middle,Adventurous,Older,None,Tank,Mild,FamilySedan,Poor,FiveThou,FALSE,Normal,FALSE,Thousand,FALSE,TwentyThou,City,FALSE,Thousand,Thousand,TRUE,Thousand,Excellent,TRUE,Thousand,Many
FALSE,Adult,Prole,Adventurous,Older,None,Football,Mild,FamilySedan,Poor,FiftyThou,FALSE,SubStandard,FALSE,Thousand,FALSE,FiveThou,City,FALSE,Thousand,Thousand,FALSE,Thousand,Fair,TRUE,Thousand,Many
FALSE,Adult,Prole,Cautious,Older,None,EggShell,None,Economy,Normal,TwentyThou,FALSE,Normal,FALSE,Thousand,FALSE,FiveThou,City,TRUE,Thousand,Thousand,FALSE,Thousand,Poor,FALSE,Thousand,Zero
FALSE,Adolescent,Prole,Adventurous,Current,Severe,Football,Severe,FamilySedan,Poor,FiftyThou,FALSE,Normal,FALSE,HundredThou,FALSE,TwentyThou,City,FALSE,HundredThou,TenThou,TRUE,Thousand,Good,TRUE,HundredThou,One
TRUE,Adolescent,UpperMiddle,Adventurous,Current,Mild,EggShell,Mild,SportsCar,Poor,TwentyThou,TRUE,SubStandard,FALSE,Thousand,FALSE,TwentyThou,City,FALSE,TenThou,Thousand,TRUE,Thousand,Poor,TRUE,Thousand,Many
FALSE,Adult,Prole,Cautious,Older,None,Tank,Mild,FamilySedan,Poor,TwentyThou,FALSE,SubStandard,FALSE,Thousand,FALSE,TenThou,Rural,TRUE,Thousand,Thousand,FALSE,Thousand,Excellent,FALSE,Thousand,Zero
FALSE,Adolescent,Prole,Adventurous,Older,Moderate,EggShell,Moderate,SportsCar,Poor,FiftyThou,FALSE,SubStandard,FALSE,TenThou,FALSE,FiveThou,City,FALSE,TenThou,TenThou,FALSE,Thousand,Fair,FALSE,Thousand,Many
FALSE,Senior,Prole,Cautious,Older,None,EggShell,None,SportsCar,Poor,FiftyThou,FALSE,SubStandard,TRUE,Thousand,FALSE,FiveThou,City,TRUE,TenThou,Thousand,TRUE,Thousand,Poor,FALSE,Thousand,One
FALSE,Senior,Prole,Normal,Older,None,EggShell,None,Economy,Normal,TwentyThou,FALSE,Normal,FALSE,Thousand,FALSE,TenThou,City,FALSE,TenThou,Thousand,FALSE,Thousand,Poor,FALSE,Thousand,Zero
FALSE,Senior,UpperMiddle,Cautious,Current,None,Football,None,FamilySedan,Normal,TwentyThou,FALSE,Normal,TRUE,Thousand,FALSE,TwentyThou,Secure,TRUE,Thousand,Thousand,TRUE,Thousand,Good,TRUE,Thousand,Zero
TRUE,Adolescent,Prole,Normal,Current,None,EggShell,None,SportsCar,Excellent,FiftyThou,FALSE,Expert,FALSE,Thousand,FALSE,TwentyThou,Suburb,FALSE,Thousand,Thousand,TRUE,Thousand,Good,TRUE,Thousand,Zero
FALSE,Senior,Middle,Normal,Older,Mild,Tank,Severe,FamilySedan,Poor,FiftyThou,FALSE,SubStandard,FALSE,Thousand,FALSE,FiveThou,Suburb,FALSE,HundredThou,HundredThou,TRUE,Thousand,Excellent,FALSE,Thousand,Many
FALSE,Senior,Prole,Cautious,Older,None,EggShell,None,Economy,Excellent,FiftyThou,FALSE,Expert,TRUE,Thousand,FALSE,FiveThou,City,FALSE,Thousand,Thousand,FALSE,Thousand,Poor,FALSE,Thousand,Zero
FALSE,Adult,Prole,Normal,Older,Mild,EggShell,Mild,Economy,Normal,FiftyThou,FALSE,Normal,FALSE,Thousand,FALSE,FiveThou,City,FALSE,Thousand,Thousand,TRUE,Thousand,Poor,FALSE,Thousand,Zero
FALSE,Adult,Prole,Normal,Older,None,Football,None,FamilySedan,Normal,FiveThou,FALSE,Normal,FALSE,Thousand,FALSE,TwentyThou,Rural,TRUE,Thousand,Thousand,FALSE,Thousand,Fair,FALSE,Thousand,Zero
FALSE,Adult,UpperMiddle,Cautious,Current,None,EggShell,None,FamilySedan,Poor,FiftyThou,TRUE,SubStandard,FALSE,Thousand,FALSE,TenThou,Secure,TRUE,Thousand,Thousand,TRUE,Thousand,Fair,TRUE,Thousand,One
FALSE,Adult,Prole,Normal,Older,None,EggShell,None,SportsCar,Normal,TwentyThou,FALSE,Normal,FALSE,Thousand,FALSE,TwentyThou,City,FALSE,Thousand,Thousand,FALSE,Thousand,Fair,TRUE,Thousand,Zero
FALSE,Adult,UpperMiddle,Cautious,Older,Moderate,Football,Moderate,Luxury,Poor,FiftyThou,FALSE,SubStandard,FALSE,TenThou,FALSE,TenThou,Secure,TRUE,TenThou,TenThou,TRUE,Thousand,Fair,FALSE,Thousand,Many
FALSE,Adult,Prole,Normal,Older,None,EggShell,None,Economy,Normal,Domino,FALSE,Normal,FALSE,Thousand,FALSE,FiveThou,City,FALSE,Thousand,Thousand,TRUE,Thousand,Poor,FALSE,Thousand,Zero
FALSE,Adult,Prole,Cautious,Older,None,Tank,None,FamilySedan,Poor,FiftyThou,FALSE,SubStandard,FALSE,Thousand,FALSE,FiveThou,City,TRUE,TenThou,Thousand,TRUE,Thousand,Good,FALSE,Thousand,Zero
FALSE,Adult,Middle,Normal,Older,None,EggShell,None,Economy,Normal,FiftyThou,FALSE,Normal,FALSE,Thousand,FALSE,FiveThou,Suburb,TRUE,Thousand,Thousand,TRUE,Thousand,Fair,FALSE,Thousand,Zero
FALSE,Adult,Middle,Normal,Older,None,EggShell,None,SportsCar,Poor,TwentyThou,FALSE,SubStandard,FALSE,Thousand,FALSE,TwentyThou,Suburb,TRUE,TenThou,Thousand,TRUE,Thousand,Fair,FALSE,Thousand,One
FALSE,Adolescent,Middle,Adventurous,Older,Mild,Tank,Severe,FamilySedan,Poor,TwentyThou,FALSE,SubStandard,FALSE,Thousand,FALSE,FiveThou,Suburb,FALSE,TenThou,TenThou,TRUE,Thousand,Good,FALSE,Thousand,Many
FALSE,Adult,Prole,Normal,Older,None,EggShell,None,Economy,Normal,TwentyThou,FALSE,Normal,FALSE,Thousand,FALSE,FiveThou,City,FALSE,Thousand,Thousand,TRUE,Thousand,Fair,FALSE,Thousand,Many
FALSE,Adolescent,Middle,Normal,Current,None,Football,None,FamilySedan,Poor,FiftyThou,FALSE,SubStandard,FALSE,Thousand,FALSE,TwentyThou,Suburb,FALSE,Thousand,Thousand,TRUE,Thousand,Excellent,TRUE,Thousand,Many
FALSE,Senior,Middle,Normal,Older,None,Football,None,FamilySedan,Poor,TwentyThou,FALSE,SubStandard,FALSE,Thousand,FALSE,TenThou,Suburb,TRUE,Thousand,Thousand,TRUE,Thousand,Fair,FALSE,Thousand,Many
FALSE,Adult,UpperMiddle,Normal,Current,None,Tank,None,Luxury,Normal,FiftyThou,TRUE,Normal,FALSE,Thousand,FALSE,FiftyThou,Rural,TRUE,TenThou,Thousand,TRUE,Thousand,Excellent,TRUE,Thousand,Zero
FALSE,Adult,Prole,Cautious,Older,None,Football,None,FamilySedan,Normal,TwentyThou,FALSE,Normal,FALSE,Thousand,FALSE,FiveThou,City,TRUE,Thousand,Thousand,TRUE,Thousand,Poor,FALSE,Thousand,Zero
FALSE,Senior,Prole,Cautious,Older,None,EggShell,None,Economy,Normal,Domino,FALSE,Normal,TRUE,Thousand,FALSE,FiveThou,City,FALSE,Thousand,Thousand,FALSE,Thousand,Poor,FALSE,Thousand,Zero
FALSE,Adult,Prole,Cautious,Older,None,EggShell,None,SportsCar,Normal,Domino,FALSE,Normal,FALSE,Thousand,FALSE,FiveThou,City,TRUE,Thousand,Thousand,TRUE,Thousand,Fair,FALSE,Thousand,Many
FALSE,Senior,Middle,Cautious,Older,None,Football,None,FamilySedan,Excellent,FiftyThou,FALSE,Expert,TRUE,Thousand,FALSE,FiveThou,Secure,TRUE,Thousand,Thousand,TRUE,Thousand,Fair,FALSE,Thousand,Zero
FALSE,Senior,Prole,Cautious,Older,None,EggShell,None,Economy,Excellent,FiveThou,FALSE,Expert,TRUE,Thousand,FALSE,TenThou,City,TRUE,Thousand,Thousand,TRUE,Thousand,Fair,FALSE,Thousand,Zero
FALSE,Adolescent,UpperMiddle,Normal,Older,Severe,Football,Severe,FamilySedan,Poor,FiftyThou,FALSE,SubStandard,FALSE,TenThou,FALSE,FiveThou,Secure,TRUE,HundredThou,HundredThou,FALSE,Thousand,Fair,FALSE,Thousand,Many
FALSE,Adult,UpperMiddle,Normal,Current,Moderate,Football,Mild,FamilySedan,Poor,FiftyThou,TRUE,SubStandard,FALSE,HundredThou,FALSE,TwentyThou,Suburb,TRUE,HundredThou,Thousand,FALSE,Thousand,Fair,TRUE,Thousand,Many
FALSE,Adult,Middle,Normal,Older,None,EggShell,None,FamilySedan,Normal,FiftyThou,FALSE,Normal,FALSE,Thousand,FALSE,TenThou,Suburb,FALSE,TenThou,Thousand,TRUE,Thousand,Poor,FALSE,Thousand,Zero
FALSE,Adult,Prole,Normal,Older,None,Football,None,FamilySedan,Normal,FiftyThou,FALSE,Normal,FALSE,Thousand,FALSE,FiveThou,City,FALSE,TenThou,Thousand,FALSE,Thousand,Good,TRUE,Thousand,Zero
FALSE,Adult,Prole,Normal,Older,Moderate,EggShell,Moderate,Economy,Poor,TwentyThou,FALSE,SubStandard,FALSE,TenThou,FALSE,FiveThou,City,FALSE,HundredThou,HundredThou,FALSE,HundredThou,Poor,FALSE,Thousand,Many
FALSE,Adult,Prole,Normal,Older,None,EggShell,None,Economy,Excellent,TwentyThou,FALSE,Expert,FALSE,Thousand,FALSE,FiveThou,City,FALSE,Thousand,Thousand,TRUE,Thousand,Fair,FALSE,Thousand,Zero
FALSE,Adult,UpperMiddle,Normal,Current,None,Football,None,FamilySedan,Normal,TwentyThou,TRUE,Normal,FALSE,Thousand,FALSE,TwentyThou,Suburb,TRUE,Thousand,Thousand,TRUE,Thousand,Excellent,TRUE,Thousand,Zero
FALSE,Adult,Prole,Cautious,Older,Mild,Football,Mild,FamilySedan,Poor,Domino,FALSE,SubStandard,FALSE,Thousand,FALSE,FiveThou,City,TRUE,Thousand,Thousand,TRUE,Thousand,Good,FALSE,Thousand,One
FALSE,Adult,Prole,Normal,Older,None,Tank,None,FamilySedan,Normal,TwentyThou,FALSE,Normal,FALSE,Thousand,FALSE,TenThou,City,FALSE,TenThou,Thousand,TRUE,Thousand,Excellent,TRUE,Thousand,Zero
FALSE,Adult,Middle,Normal,Current,None,Football,None,Economy,Normal,FiftyThou,FALSE,Normal,FALSE,Thousand,FALSE,TenThou,Suburb,FALSE,Thousand,Thousand,TRUE,Thousand,Excellent,TRUE,Thousand,Zero
FALSE,Adult,Prole,Normal,Older,None,EggShell,None,Economy,Normal,TwentyThou,FALSE,Normal,FALSE,Thousand,FALSE,FiveThou,City,FALSE,Thousand,Thousand,FALSE,Thousand,Poor,FALSE,Thousand,Zero
FALSE,Adult,Prole,Normal,Older,Moderate,Football,Moderate,FamilySedan,Poor,TwentyThou,FALSE,SubStandard,FALSE,TenThou,FALSE,FiveThou,City,FALSE,Million,HundredThou,FALSE,Thousand,Fair,FALSE,Thousand,One
FALSE,Senior,UpperMiddle,Cautious,Older,Moderate,Football,Moderate,Luxury,Normal,FiftyThou,FALSE,Normal,TRUE,HundredThou,FALSE,TwentyThou,Secure,TRUE,Million,HundredThou,TRUE,Thousand,Good,TRUE,Thousand,Zero
FALSE,Adolescent,Prole,Adventurous,Older,None,EggShell,None,Economy,Normal,FiftyThou,FALSE,Normal,FALSE,Thousand,FALSE,FiveThou,City,FALSE,Thousand,Thousand,FALSE,Thousand,Poor,FALSE,Thousand,One
TRUE,Adolescent,Prole,Adventurous,Older,None,Tank,None,FamilySedan,Poor,TwentyThou,FALSE,SubStandard,FALSE,Thousand,FALSE,TenThou,City,FALSE,TenThou,Thousand,TRUE,Thousand,Good,FALSE,Thousand,Many
FALSE,Adolescent,Middle,Normal,Older,None,Football,None,FamilySedan,Normal,TwentyThou,FALSE,Normal,FALSE,Thousand,FALSE,TenThou,Secure,FALSE,Thousand,Thousand,TRUE,Thousand,Fair,FALSE,Thousand,Zero
FALSE,Adult,Middle,Normal,Current,None,Tank,Mild,FamilySedan,Poor,TwentyThou,TRUE,SubStandard,FALSE,Thousand,FALSE,TwentyThou,Secure,FALSE,Thousand,Thousand,TRUE,Thousand,Excellent,TRUE,Thousand,Many
FALSE,Adult,Middle,Normal,Current,None,EggShell,None,FamilySedan,Normal,FiveThou,TRUE,Normal,FALSE,Thousand,FALSE,TwentyThou,Suburb,FALSE,TenThou,Thousand,TRUE,Thousand,Good,TRUE,Thousand,Zero
FALSE,Adult,Middle,Normal,Older,None,EggShell,None,SportsCar,Poor,TwentyThou,FALSE,SubStandard,FALSE,Thousand,FALSE,TwentyThou,Suburb,FALSE,TenThou,Thousand,TRUE,Thousand,Fair,FALSE,Thousand,Many
